8124
1	23	2	5	12	13	23	32	36	38	42	43	55	63	67	71	79	88	90	94	97	104	107	119	126
2	23	1	5	12	22	23	25	36	38	41	43	55	63	67	71	79	88	90	94	97	104	108	118	122
3	23	1	3	12	21	23	26	36	38	41	44	55	63	67	71	79	88	90	94	97	104	108	118	124
4	23	2	5	11	21	23	32	36	38	42	44	55	63	67	71	79	88	90	94	97	104	107	119	126
5	23	1	5	12	16	24	31	36	39	41	43	56	63	67	71	79	88	90	94	97	100	108	116	122
6	23	1	5	11	22	23	25	36	38	41	44	55	63	67	71	79	88	90	94	97	104	107	118	122
7	23	1	3	12	21	23	25	36	38	41	47	55	63	67	71	79	88	90	94	97	104	107	118	124
8	23	1	3	11	21	23	26	36	38	41	44	55	63	67	71	79	88	90	94	97	104	108	119	124
9	23	2	5	11	21	23	32	36	38	42	50	55	63	67	71	79	88	90	94	97	104	107	120	122
10	23	1	3	12	22	23	25	36	38	41	47	55	63	67	71	79	88	90	94	97	104	107	119	124
11	23	1	5	11	22	23	26	36	38	41	47	55	63	67	71	79	88	90	94	97	104	108	118	122
12	23	1	5	11	22	23	25	36	38	41	44	55	63	67	71	79	88	90	94	97	104	107	119	124
13	23	1	3	12	22	23	25	36	38	41	53	55	63	67	71	79	88	90	94	97	104	108	119	122
14	23	2	5	11	21	23	32	36	38	42	43	55	63	67	71	79	88	90	94	97	104	108	120	126
15	23	1	5	9	13	24	31	36	39	41	44	56	63	67	68	79	88	90	94	97	100	107	116	122
16	23	1	8	9	16	24	31	36	38	42	43	55	63	67	71	79	88	90	94	97	104	108	121	126
17	23	1	6	9	21	24	31	36	39	41	43	56	63	67	71	79	88	90	94	97	100	108	116	122
18	23	2	5	12	13	23	32	36	38	42	44	55	63	67	71	79	88	90	94	97	104	107	119	122
19	23	2	5	11	21	23	32	36	38	42	44	55	63	67	71	79	88	90	94	97	104	108	119	126
20	23	2	5	12	13	23	32	36	38	42	43	55	63	67	71	79	88	90	94	97	104	108	119	126
21	23	1	3	12	22	23	25	36	38	41	43	55	63	67	71	79	88	90	94	97	104	108	119	124
22	23	2	5	11	13	23	32	36	38	42	44	55	63	67	71	79	88	90	94	97	104	108	120	122
23	23	1	3	11	22	23	26	36	38	41	43	55	63	67	71	79	88	90	94	97	104	108	119	124
24	23	1	3	11	21	23	25	36	38	41	53	55	63	67	71	79	88	90	94	97	104	108	118	124
25	23	1	3	12	21	23	26	36	38	41	47	55	63	67	71	79	88	90	94	97	104	107	119	124
26	23	2	6	12	21	23	32	36	38	42	44	55	63	67	71	79	88	90	94	97	104	108	120	122
27	23	1	5	11	22	23	25	36	38	41	44	55	63	67	71	79	88	90	94	97	104	108	118	124
28	23	1	5	11	21	23	26	36	38	41	53	55	63	67	71	79	88	90	94	97	104	108	118	124
29	23	1	6	9	13	24	31	36	38	42	43	55	63	67	71	79	88	90	94	97	104	107	121	126
30	23	1	5	12	22	23	25	36	39	42	44	56	63	67	71	79	88	90	94	97	104	108	120	128
31	23	1	3	12	22	23	26	36	38	41	47	55	63	67	71	79	88	90	94	97	104	108	118	124
32	23	2	5	11	21	23	32	36	38	42	43	55	63	67	71	79	88	90	94	97	104	108	119	126
33	23	1	5	11	22	23	26	36	38	41	44	55	63	67	71	79	88	90	94	97	104	108	118	124
34	23	1	5	11	13	23	26	36	38	41	50	55	63	67	69	79	88	90	94	97	104	108	121	125
